,desc,perc,selectionID,sport,temp,time,topBottom,win
11,NCB (Syracuse @ #13 North Carolina): Will North Carolina MAKE a 3-POINTER in the FIRST FIVE MINUTES of the 2nd Half?,91.7,unselectable,NCB,Hot,2015-01-26 20:04:00,Top,No
12,Women's Australian Open - Quarterfinals (#7 Eugenie Bouchard v. #2 Maria Sharapova): How many SETS will be PLAYED?,70.1,unselectable,Tennis,Warmer,2015-01-26 20:40:00,Bottom,Yes
13,NCB: Who will WIN this matchup?,89.9,unselectable,NCB,Hot,2015-01-26 21:06:00,Bottom,Yes
14,NCB: Who will WIN this matchup?,88.1,unselectable,NCB,Cold,2015-01-26 21:06:55,Bottom,Yes
15,Australian Open - Quarterfinals: Who will WIN the 1st Set?,96.5,unselectable,Tennis,Hot,2015-01-26 22:25:00,Bottom,Yes
0,Kontinental Hockey League: Who will WIN this matchup?,93.9,unselectable,Hockey,Hot,2015-01-27 07:00:00,Bottom,Yes
1,Greek Cup - Rd of 16 (2nd Leg): What will be the match result? (90 Min+Inj),60.9,unselectable,Soccer,Warmer,2015-01-27 12:30:00,Top,No
2,Africa Cup of Nations - Group C: Will Ghana (v. South Africa) ADVANCE to the Knockout Round?,99.0,unselectable,Soccer,Hot,2015-01-27 13:00:00,Top,No
3,English League Cup - Semifinals (2nd Leg): What will be the match result? (90 Min+Inj),83.4,unselectable,Soccer,Warmer,2015-01-27 14:45:00,Bottom,Yes
4,Coppa Italia - Quarterfinals: Which TEAM will ADVANCE?,89.9,unselectable,Soccer,Cold,2015-01-27 14:45:00,Bottom,Yes
5,NCB: Who will WIN this matchup?,90.5,unselectable,NCB,Warmer,2015-01-27 19:01:00,Bottom,Yes
6,NCB (Nebraska @ Michigan): Which PLAYER will SCORE MORE POINTS in the 1st Half? ,55.0,unselectable,NCB,Warm,2015-01-27 19:02:00,Bottom,Yes
7,NCB: Which side will record a HIGHER TOTAL? ,83.2,unselectable,NCB,Cold,2015-01-27 19:03:00,Bottom,Yes
8,NCB: Who will WIN this matchup?,91.6,unselectable,NCB,Cold,2015-01-27 19:03:00,Top,No
9,NCB: Who will WIN this matchup?,96.9,unselectable,NCB,Cold,2015-01-27 19:03:00,Top,No
10,NHL: Who will WIN this matchup?,91.0,unselectable,NHL,Cold,2015-01-27 19:05:00,Top,No
11,NHL: Who will WIN this matchup?,76.7,unselectable,NHL,Cold,2015-01-27 19:05:00,Bottom,Yes
12,NBA: Who will WIN this matchup?,99.2,unselectable,NBA,Cold,2015-01-27 19:05:00,Top,No
13,NHL: Who will WIN this matchup?,57.0,unselectable,NHL,None,2015-01-27 19:05:00,Bottom,Yes
14,Women's Australian Open - Quarterfinals: Who will WIN this matchup?,88.5,unselectable,Tennis,Warm,2015-01-27 19:10:00,Bottom,Yes
15,NBA: Who will WIN this matchup?,85.4,unselectable,NBA,Cold,2015-01-27 19:35:00,Bottom,Yes
16,NHL: Who will WIN this matchup?,97.0,unselectable,NHL,Cold,2015-01-27 19:35:00,Bottom,Yes
17,NHL: Who will WIN this matchup?,93.9,unselectable,NHL,Cold,2015-01-27 19:35:00,Top,No
18,NHL: Who will WIN this matchup?,98.2,unselectable,NHL,Warm,2015-01-27 19:40:00,Top,No
19,NCB (Nebraska @ Michigan): Which TEAM will MAKE the FIRST 3-POINTER of the 2nd Half? (No OT),85.2,unselectable,NCB,Hot,2015-01-27 20:00:00,Bottom,Yes
20,NBA: Who will WIN this matchup?,76.3,unselectable,NBA,Warm,2015-01-27 20:35:00,Bottom,Yes
21,NCB: Who will WIN this matchup?,96.6,unselectable,NCB,Warmer,2015-01-27 21:05:00,Top,No
22,NCB: Who will WIN this matchup?,72.7,unselectable,NCB,Cold,2015-01-27 21:05:00,Bottom,Yes
23,NCB: Who will WIN this matchup?,54.4,unselectable,NCB,Cold,2015-01-27 21:05:00,Bottom,Yes
24,NCB: What will be the GAME RESULT?,83.3,unselectable,NCB,Cold,2015-01-27 21:05:00,Top,No
25,NHL: Who will WIN this matchup?,97.1,unselectable,NHL,Warm,2015-01-27 21:35:00,Top,No
26,Women's Australian Open - Quarterfinals (#1 Serena Williams v. #11 Dominika Cibulkova): How many GAMES will Serena LOSE?,51.1,unselectable,Tennis,Warm,2015-01-27 21:35:00,Bottom,Yes
27,NHL: Who will WIN this matchup?,84.6,unselectable,NHL,Warm,2015-01-27 22:05:00,Top,No
28,NBA: What will be the GAME RESULT?,55.5,unselectable,NBA,Warm,2015-01-27 22:40:00,Bottom,Yes
29,NCB: Who will WIN this matchup?,89.7,unselectable,NCB,Hot,2015-01-27 23:06:00,Top,No
30,Australian Open - Quarterfinals: Who will WIN this matchup?,68.0,unselectable,Tennis,Warm,2015-01-27 23:10:00,Bottom,Yes
0,World Men's Handball Championship - Quarterfinals: What will be the match result? (No OT),95.9,unselectable,Unknown,Hot,2015-01-28 10:30:00,Top,No
1,"Africa Cup of Nations 2015 - Group D (Mongomo, Equatorial Guinea): What will be the match result?",81.4,unselectable,Soccer,Hot,2015-01-28 13:00:00,Bottom,Yes
2,Spanish Copa del Rey - Quarterfinals (2nd Leg): What will be the match result? (90 Min+Inj),70.9,unselectable,Soccer,Hot,2015-01-28 15:00:00,Top,No
3,International Friendly: What will be the match result? (90 Min+Inj),85.1,unselectable,Soccer,Hot,2015-01-28 18:08:00,Top,No
4,NCB: Who will WIN this matchup?,66.4,unselectable,NCB,Cold,2015-01-28 19:02:00,Top,No
5,NCB: What will be the GAME RESULT?,95.5,unselectable,NCB,Warm,2015-01-28 19:02:00,Top,No
6,NCB: Who will WIN this matchup?,67.1,unselectable,NCB,Cold,2015-01-28 19:02:00,Bottom,Yes
7,NCB: Who will WIN this matchup?,73.7,unselectable,NCB,Warmer,2015-01-28 19:32:00,Top,No
8,NHL: Who will WIN this matchup?,69.4,unselectable,NHL,Cold,2015-01-28 19:35:00,Top,No
9,NBA: Who will WIN this matchup?,84.2,unselectable,NBA,Cold,2015-01-28 20:00:00,Bottom,Yes
10,NBA: Who will WIN this matchup?,95.8,unselectable,NBA,Warmer,2015-01-28 20:05:00,Top,No
11,NHL: Who will WIN this matchup?,55.5,unselectable,NHL,Cold,2015-01-28 20:09:00,Top,No
12,NBA (Nets @ Hawks): What will be the GAME RESULT?,61.4,unselectable,NBA,Cold,2015-01-28 20:10:00,Bottom,Yes
13,NBA (Nets @ Hawks): Will BOTH J. Teague AND P. Millsap (ATL) SCORE 10 POINTS or More in the 1st Half?,75.5,unselectable,NBA,Warmer,2015-01-28 20:11:00,Bottom,Yes
14,NCB: Who will WIN this matchup?,98.1,unselectable,NCB,Warm,2015-01-28 21:01:54,Top,No
15,NCB: Who will WIN this matchup?,85.1,unselectable,NCB,Warm,2015-01-28 21:03:00,Top,No
16,NCB: Which side will record a HIGHER TOTAL? ,94.2,unselectable,NCB,Cold,2015-01-28 21:05:00,Top,No
17,NBA (Nets @ Hawks): Will the Hawks OUTSCORE the Nets in BOTH the 3rd AND 4th Quarter?,71.6,unselectable,NBA,Warmer,2015-01-28 21:27:47,Top,No
18,Women's Australian Open - Semifinals (#2 M. Sharapova v. #10 E. Makarova): What will be Sharapova's MARGIN of VICTORY?,78.9,unselectable,Tennis,Warmer,2015-01-28 21:40:00,Bottom,Yes
19,NBA: Who will WIN this matchup?,64.4,unselectable,NBA,Warmer,2015-01-28 22:40:00,Top,No
20,NHL: Who will WIN this matchup?,91.4,unselectable,NHL,Warmer,2015-01-28 22:40:00,Top,No
21,NCB: Who will WIN this matchup?,69.3,unselectable,NCB,Warmer,2015-01-28 23:10:00,Bottom,Yes
22,Women's Australian Open - Semifinals (#1 Serena Williams v. Madison Keys): Which will OCCUR FIRST in the match?,82.9,unselectable,Tennis,Hot,2015-01-28 23:29:23,Bottom,Yes
0,"PGA Waste Management (Scottsdale, AZ): Which player will card the LOWER BACK 9 SCORE? (Holes 10-18)",75.4,unselectable,Golf,Hot,2015-01-29 09:57:00,Top,No
1,"PGA Waste Management: How many PLAYERS in this Group (G. DeLaet, K. Chappell T. Merritt) will BIRDIE the Par 3 16th?",81.9,unselectable,Golf,Hot,2015-01-29 13:09:00,Bottom,Yes
2,Spanish Copa del Rey - Quarterfinals (2nd Leg): What will be the match result? (90 Min+Inj),70.9,unselectable,Soccer,Warmer,2015-01-29 14:00:00,Top,No
3,EuroLeague (Group F): Who will WIN this matchup?,97.7,unselectable,Hoops,Hot,2015-01-29 14:45:00,Top,No
4,Spanish Copa del Rey - Quarterfinals (2nd Leg): Which team will ADVANCE? (Aggregate tied 0-0),93.4,unselectable,Soccer,Hot,2015-01-29 16:00:00,Bottom,Yes
5,PGA Waste Management: Which player will card the LOWER SCORE for Holes 16-18? (3 Holes),79.1,unselectable,Golf,Hot,2015-01-29 18:08:00,Top,No
6,NHL: Who will WIN this matchup?,71.3,unselectable,NHL,Cold,2015-01-29 19:00:00,Top,No
7,NHL: Who will WIN this matchup?,83.6,unselectable,NHL,Cold,2015-01-29 19:00:00,Bottom,Yes
8,NCB: Who will WIN this matchup?,97.8,unselectable,NCB,Warmer,2015-01-29 19:02:00,Top,No
9,NCW: Who will WIN this matchup?,91.9,unselectable,NCW,Warm,2015-01-29 19:02:00,Top,No
10,NCB (#16 Maryland @ Ohio State): Will Ohio State LEAD at HALFTIME AND WIN the GAME?,84.1,unselectable,NCB,Cold,2015-01-29 19:02:00,Bottom,Yes
11,NHL: Who will WIN this matchup?,75.1,unselectable,NHL,Cold,2015-01-29 19:08:00,Bottom,Yes
12,NHL (Canadiens @ Rangers): Which TEAM will SCORE the FIRST GOAL of the 1st Period?,67.0,unselectable,NHL,Warm,2015-01-29 19:08:00,Top,No
13,NHL: Who will WIN this matchup?,74.6,unselectable,NHL,Cold,2015-01-29 19:30:00,Top,No
14,NCB: Who will WIN this matchup?,89.3,unselectable,NCB,Hot,2015-01-29 20:02:00,Bottom,Yes
15,NBA: What will be the GAME RESULT,72.6,unselectable,NBA,Cold,2015-01-29 20:02:51,Bottom,Yes
16,NHL: Who will WIN this matchup?,88.8,unselectable,NHL,Warm,2015-01-29 21:00:00,Bottom,Yes
17,NCB (#1 Kentucky @ Missouri): What will be the GAME RESULT?,58.3,unselectable,NCB,Warmer,2015-01-29 21:05:00,Bottom,Yes
18,NHL: Who will WIN this matchup?,82.6,unselectable,NHL,Warmer,2015-01-29 22:00:00,Top,No
19,NCB: Which side will record a HIGHER TOTAL?,76.1,unselectable,NCB,Warm,2015-01-29 22:05:00,Top,No
20,NBA: What will be the GAME RESULT?,90.0,unselectable,NBA,Hot,2015-01-29 22:35:18,Top,No
21,NCB: Who will WIN this matchup?,53.5,unselectable,NCB,Hot,2015-01-29 23:08:47,Bottom,Yes
0,World Men's Handball Championship - Semifinals: Which TEAM will ADVANCE to the Finals?,73.2,unselectable,Unknown,Hot,2015-01-30 10:30:00,Top,No
1,Turkish Super League (Erciyesspor @ Trabzonspor): How many GOALS will be SCORED?,84.6,unselectable,Soccer,Hot,2015-01-30 13:00:00,Bottom,Yes
2,French Ligue 1/German Bundesliga: Which TEAM will record a LARGER MARGIN of VICTORY?,82.4,unselectable,Soccer,Warmer,2015-01-30 14:30:00,Top,No
3,Spanish Primera Division: What will be the match result?,74.2,unselectable,Soccer,Cold,2015-01-30 14:45:00,Top,No
4,Portuguese Liga: What will be the match result?,96.2,unselectable,Soccer,Hot,2015-01-30 15:30:00,Bottom,Yes
5,NCB: Who will WIN this matchup?,95.1,unselectable,NCB,Hot,2015-01-30 18:00:00,Top,No
6,NCB: Who will WIN this matchup?,84.5,unselectable,NCB,Cold,2015-01-30 19:00:00,Top,No
7,NHL: Who will WIN this matchup?,96.3,unselectable,NHL,Warmer,2015-01-30 19:05:00,Top,No
8,NBA: Who will WIN this matchup?,51.3,unselectable,NBA,Cold,2015-01-30 19:05:00,Bottom,Yes
9,NCB: Who will WIN this matchup?,97.3,unselectable,NCB,Cold,2015-01-30 20:02:00,Top,No
10,NCB: Who will WIN this matchup?,56.1,unselectable,NCB,Cold,2015-01-30 20:03:02,Bottom,Yes
11,NCB: Who will WIN this matchup?,97.4,unselectable,NCB,Warm,2015-01-30 20:05:00,Top,No
12,NBA: What will be the GAME RESULT?,80.7,unselectable,NBA,Warm,2015-01-30 20:10:00,Bottom,Yes
13,NBA (Mavericks @ Heat): How many DIFFERENT PLAYERS will SCORE 5+ POINTS in the 1st Half?,77.1,unselectable,NBA,Warmer,2015-01-30 20:11:00,Bottom,Yes
14,NHL: Who will WIN this matchup?,88.3,unselectable,NHL,Warm,2015-01-30 21:05:00,Top,No
15,NBA (Mavericks @ Heat): Which will OCCUR FIRST in the 3rd Quarter?,85.0,unselectable,NBA,Hot,2015-01-30 21:27:00,Top,No
16,NHL: Who will WIN this matchup?,58.9,unselectable,NHL,Warm,2015-01-30 22:05:00,Bottom,Yes
17,NBA: Who will WIN this matchup?,61.3,unselectable,NBA,Warmer,2015-01-30 22:40:00,Top,No
18,NBA (Bulls @ Suns): How many POINTS will be SCORED in the 1st Quarter?,72.2,unselectable,NBA,Hot,2015-01-30 22:41:00,Top,No
0,Women's Australian Open - Finals (#2 M. Sharapova v. #1 S. Williams): What will be the match result?,78.4,unselectable,Tennis,Hot,2015-01-31 03:43:00,Bottom,Yes
1,EPL (Leicester City @ Manchester United): Will a GOAL be SCORED in the 75th Minute or Later?,66.9,unselectable,Soccer,Warmer,2015-01-31 11:30:00,Bottom,Yes
2,NCB: Which side will record a HIGHER TOTAL? ,87.2,unselectable,NCB,Cold,2015-01-31 12:01:15,Top,No
3,NCB: Who will WIN this matchup?,76.4,unselectable,NCB,Cold,2015-01-31 12:02:00,Bottom,Yes
4,NCB: What will be the GAME RESULT?,50.4,unselectable,NCB,Cold,2015-01-31 12:02:00,Top,No
5,NCB: Who will WIN this matchup?,88.7,unselectable,NCB,Warmer,2015-01-31 12:02:00,Bottom,Yes
6,NCB (Texas Tech @ #17 West Virginia): What will be the GAME RESULT?,77.6,unselectable,NCB,Cold,2015-01-31 12:02:00,Top,No
7,English Premier League: What will be the match result?,57.2,unselectable,Soccer,Warm,2015-01-31 12:30:00,Top,No
8,NHL: Who will WIN this matchup?,90.6,unselectable,NHL,Warm,2015-01-31 13:00:00,Bottom,Yes
9,NHL: Who will WIN this matchup?,59.7,unselectable,NHL,Cold,2015-01-31 14:00:00,Bottom,Yes
10,NCB: Who will WIN this matchup?,98.2,unselectable,NCB,Warm,2015-01-31 14:00:00,Top,No
11,NCB: Who will WIN this matchup?,94.8,unselectable,NCB,Warm,2015-01-31 14:03:00,Top,No
12,NCB: What will be the GAME RESULT?,82.0,unselectable,NCB,Cold,2015-01-31 14:05:00,Bottom,Yes
13,NCB: What will be the GAME RESULT?,86.5,unselectable,NCB,Cold,2015-01-31 14:05:00,Bottom,Yes
14,NCB: What will be the GAME RESULT?,84.4,unselectable,NCB,Cold,2015-01-31 14:06:00,Bottom,Yes
15,NCB: Who will WIN this matchup?,92.2,unselectable,NCB,Warm,2015-01-31 16:05:00,Top,No
16,NCB: Who will WIN this matchup?,83.4,unselectable,NCB,Warmer,2015-01-31 16:06:00,Top,No
17,NCB: Who will WIN this matchup?,88.6,unselectable,NCB,Warmer,2015-01-31 16:12:00,Bottom,Yes
18,NCB: Who will WIN this matchup?,92.5,unselectable,NCB,Warm,2015-01-31 18:06:00,Top,No
19,NCB: Who will WIN this matchup?,79.9,unselectable,NCB,Cold,2015-01-31 18:07:00,Bottom,Yes
20,NBA: Who will WIN this matchup?,77.6,unselectable,NBA,Cold,2015-01-31 19:00:00,Bottom,Yes
21,NCB: Who will WIN this matchup?,74.1,unselectable,NCB,Warmer,2015-01-31 19:05:00,Bottom,Yes
22,NCB: Who will WIN this matchup?,72.2,unselectable,NCB,Cold,2015-01-31 20:10:00,Bottom,Yes
23,NBA: Who will WIN this matchup?,95.9,unselectable,NBA,Hot,2015-01-31 20:30:00,Top,No
0,Australian Open - Finals: Who will WIN the championship?,95.0,unselectable,Tennis,Hot,2015-02-01 03:40:00,Bottom,Yes
1,EPL (Swansea City @ Southampton): Will Swansea City SCORE in the 2nd Half?,51.4,unselectable,Soccer,Warm,2015-02-01 12:00:00,Bottom,Yes
2,NCB: Who will WIN this matchup?,97.3,unselectable,NCB,Warmer,2015-02-01 12:30:00,Top,No
3,NCB: Who will WIN this matchup?,73.6,unselectable,NCB,Cold,2015-02-01 12:30:00,Top,No
4,NCB: What will be the GAME RESULT?,73.6,unselectable,NCB,Cold,2015-02-01 13:05:00,Top,No
5,NBA: Who will WIN this matchup?,80.5,unselectable,NBA,Cold,2015-02-01 13:05:00,Top,No
6,NHL: Who will WIN this matchup?,99.6,unselectable,NHL,Hot,2015-02-01 13:05:00,Bottom,Yes
7,NHL: Who will WIN this matchup?,67.5,unselectable,NHL,Cold,2015-02-01 13:05:00,Top,No
8,NCW (#2 Connecticut @ Temple): What will be the GAME RESULT?,59.3,unselectable,NCW,Warm,2015-02-01 14:02:00,Top,No
9,NBA: Who will WIN this matchup?,61.6,unselectable,NBA,Warm,2015-02-01 14:05:00,Bottom,Yes
10,NCB: What will be the GAME RESULT?,86.9,unselectable,NCB,Hot,2015-02-01 14:32:00,Top,No
11,"Super Bowl XLIX (Glendale, AZ): What will be the result of the COIN FLIP?",50.0,unselectable,NFL,Hot,2015-02-01 18:24:41,Top,No
12,"Super Bowl XLIX (Glendale, AZ): Who will WIN this matchup?",51.4,unselectable,NFL,Warmer,2015-02-01 18:31:02,Bottom,Yes
13,Super Bowl XLIX (Seahawks v. Patriots): Will Tom Brady (NE) record a TD PASS in the 2nd Quarter?,79.2,unselectable,NFL,Hot,2015-02-01 19:01:00,Top,No
14,Super Bowl XLIX (Seahawks v. Patriots): How many DIFFERENT PLAYERS will SCORE a TD in 2nd Half? (No OT),86.1,unselectable,NFL,Hot,2015-02-01 20:30:00,Top,No
0,Groundhog Day: Will Punxsutawney Phil see his shadow?,75.0,unselectable,Hog,Hot,2015-02-02 07:17:05,Top,No
1,Turkish Basketball League: What will be the GAME RESULT?,59.1,unselectable,Hoops,Warmer,2015-02-02 12:00:00,Top,No
2,Spanish Primera Division: What will be the match result?,95.1,unselectable,Soccer,Hot,2015-02-02 14:45:00,Top,No
3,NCB: Who will WIN this matchup?,84.8,unselectable,NCB,Warmer,2015-02-02 19:01:00,Top,No
4,NCB (#3 Virginia @ #12 North Carolina): Will BOTH TEAMS SCORE 30+ POINTS in the 1st Half?,67.9,unselectable,NCB,Warm,2015-02-02 19:02:00,Bottom,Yes
5,NCB: What will be the GAME RESULT?,98.3,unselectable,NCB,Cold,2015-02-02 19:02:04,Top,No
6,NCW: Who will WIN this matchup?,66.8,unselectable,NCW,Cold,2015-02-02 19:02:10,Top,No
7,NHL: Who will WIN this matchup?,98.6,unselectable,NHL,Warmer,2015-02-02 19:05:00,Bottom,Yes
8,NCB (#3 Virginia @ #12 North Carolina): Which TEAM will SCORE the FIRST POINT(S) of the 2nd Half?,64.4,unselectable,NCB,Warmer,2015-02-02 20:00:00,Top,No
9,NBA: Who will WIN this matchup?,93.9,unselectable,NBA,Hot,2015-02-02 20:10:00,Top,No
10,NCB: Which side will record a HIGHER TOTAL? ,80.4,unselectable,NCB,Warmer,2015-02-02 21:05:00,Top,No
11,NHL: Who will WIN this matchup?,72.4,unselectable,NHL,Cold,2015-02-02 21:10:00,Bottom,Yes
12,NBA: Who will WIN this matchup?,93.7,unselectable,NBA,Hot,2015-02-02 21:10:00,Top,No
0,Kontinental Hockey League: Who will WIN this matchup?,94.5,unselectable,Hockey,Hot,2015-02-03 09:00:00,Bottom,Yes
1,Dutch Eredivisie: What will be the match result?,82.8,unselectable,Soccer,Hot,2015-02-03 12:30:00,Top,No
2,German Bundesliga (Schalke 04 @ Bayern Munich): What will be the match result?,64.0,unselectable,Soccer,Warm,2015-02-03 14:00:00,Top,No
3,English FA Cup - 5th Round Proper (Replay): Which TEAM will ADVANCE?,96.9,unselectable,Soccer,Warm,2015-02-03 14:45:00,Top,No
4,Coppa Italia - Quarterfinals: What will be the match result? (90 Min+Inj),93.7,unselectable,Soccer,Cold,2015-02-03 14:45:00,Bottom,Yes
5,French Coupe de la Ligue - Semifinals: What will be the match result? (90 Min+Inj),97.5,unselectable,Soccer,Warm,2015-02-03 15:00:00,Top,No
6,English FA Cup - 4th Rd Proper Replay (Cambridge United @ Manchester United): What will be the match result? (90 Min+Inj),80.8,unselectable,Soccer,Warmer,2015-02-03 15:05:00,Bottom,Yes
7,NCB: Which TEAM will have the LARGER MARGIN of VICTORY?,96.5,unselectable,NCB,Warmer,2015-02-03 19:01:00,Top,No
8,NCB (Indiana @ #5 Wisconsin): Which COMBO will SCORE MORE POINTS in the 1st Half?,87.7,unselectable,NCB,Warm,2015-02-03 19:02:00,Bottom,Yes
9,NHL: Who will WIN this matchup?,59.4,unselectable,NHL,Cold,2015-02-03 19:05:00,Bottom,Yes
10,NHL: Who will WIN this matchup?,97.6,unselectable,NHL,Cold,2015-02-03 19:05:00,Bottom,Yes
11,NHL: Who will WIN this matchup?,73.8,unselectable,NHL,Cold,2015-02-03 19:05:00,Bottom,Yes
12,NCB: Who will WIN this matchup?,84.5,unselectable,NCB,Cold,2015-02-03 19:32:00,Bottom,Yes
13,NBA: Who will WIN this matchup?,60.1,unselectable,NBA,Cold,2015-02-03 19:35:00,Top,No
14,NBA: Who will WIN this matchup?,62.5,unselectable,NBA,Cold,2015-02-03 19:40:00,Top,No
15,NCB: Who will WIN this matchup?,96.4,unselectable,NCB,Cold,2015-02-03 20:00:00,Top,No
16,NCB: Who will WIN this matchup?,98.9,unselectable,NCB,Warmer,2015-02-03 20:00:00,Top,No
17,NCB (Indiana @ #5 Wisconsin): How many 3-POINTERS will Wisconsin MAKE in the 2nd Half? (No OT),56.9,unselectable,NCB,Cold,2015-02-03 20:00:00,Bottom,Yes
18,NCB: Who will WIN this matchup?,74.4,unselectable,NCB,Cold,2015-02-03 20:02:00,Bottom,Yes
19,NHL: Who will WIN this matchup?,83.1,unselectable,NHL,Cold,2015-02-03 20:05:00,Bottom,Yes
20,NHL: Who will WIN this matchup?,95.1,unselectable,NHL,Warmer,2015-02-03 20:10:00,Top,No
21,NHL: Who will WIN this matchup?,81.7,unselectable,NHL,Cold,2015-02-03 20:35:00,Bottom,Yes
22,NCB: Who will WIN this matchup?,88.4,unselectable,NCB,Warm,2015-02-03 21:05:00,Top,No
23,NCB: What will be the GAME RESULT?,68.3,unselectable,NCB,Cold,2015-02-03 21:05:00,Bottom,Yes
24,NCB: Who will WIN this matchup?,97.6,unselectable,NCB,Hot,2015-02-03 21:15:00,Top,No
25,NCB: Who will WIN this matchup?,66.3,unselectable,NCB,Warm,2015-02-03 21:35:00,Top,No
26,NHL: Who will WIN this matchup?,91.5,unselectable,NHL,Warmer,2015-02-03 22:08:00,Bottom,Yes
27,NBA (Jazz @ Trail Blazers): How many POINTS will be SCORED?,67.9,unselectable,NBA,Hot,2015-02-03 22:13:00,Bottom,Yes
0,Kontinental Hockey League: Who will WIN this matchup?,72.4,unselectable,Hockey,Hot,2015-02-04 09:00:00,Top,No
1,Dutch Eredivisie: What will be the match result?,76.3,unselectable,Soccer,Warmer,2015-02-04 12:30:00,Top,No
2,"Africa Cup of Nations 2015 - Semifinals (Bata, Equatorial Guinea): What will be the match result? (90 Min+Inj)",97.1,unselectable,Soccer,Warmer,2015-02-04 14:00:00,Top,No
3,Spanish Primera Division: What will be the match result?,82.8,unselectable,Soccer,Warm,2015-02-04 14:45:00,Bottom,Yes
4,English FA Cup - 4th Round Proper (Replay): What will be the match result? (90 Min+Inj),98.5,unselectable,Soccer,Warmer,2015-02-04 14:45:00,Top,No
5,Coppa Italia - Quarterfinals: What will be the match result? (90 Min+Inj),53.3,unselectable,Soccer,Cold,2015-02-04 14:45:00,Top,No
6,NCB: Who will WIN this matchup?,93.4,unselectable,NCB,Hot,2015-02-04 18:30:00,Top,No
7,NCB: Will BOTH #4 Duke (v. Georgia Tech) AND Connecticut (v. East Carolina) WIN By 15+ POINTS?,91.8,unselectable,NCB,Warm,2015-02-04 19:02:00,Bottom,Yes
8,NBA: Who will WIN this matchup?,51.5,unselectable,NBA,Cold,2015-02-04 19:05:00,Top,No
9,NBA: Who will WIN this matchup?,77.6,unselectable,NBA,Cold,2015-02-04 19:35:00,Bottom,Yes
10,NBA: Who will WIN this matchup?,69.7,unselectable,NBA,Cold,2015-02-04 20:00:00,Bottom,Yes
